"text","page"
"This economist's theories were revived in Production of Commodities by Means of Commodities by Piero Sraffa. This man invoked Say's Law in suggesting that a general glut was impossible. He published an essay stating that raising the tariff on grain imports would lead to decreased manufacturing profits and increased rent. He linked the price of commodities to the amount of time expended in their production in his labor theory of values. This man stated that working wages would remain near subsistence level, his Iron Law of Wages. For 10 points, name this author of Principles of Political Economy and Taxation who explained the theory of comparative advantage.","David_Ricardo"
"In one of this thinker's experiments, his graduate students found it difficult to ask fellow subway riders for their seats, even though most obliged. In another, he found that people were less willing to mail lost letters if they were addressed to odious organizations. Mr. Jacobs was a prolific friend of a stockbroker in Sharon, Massachusetts, who passed letters on to him from Omaha in this man's Small World experiment, which gave rise to the idea of ""six degrees of separation"". For 10 points, name this psychologist who showed that subjects were willing to give electrical shocks up to 450 volts to actors who got questions wrong in his namesake experiment on obedience.","Stanley_Milgram"
"This economist's work on information asymmetry includes ""Uncertainty and the Welfare Economics of Medical Care"". He names a model in general equilibrium theory assuming a lot of labor resources and access to every kind of available good with Gerard Debreu. Alan Gibbard and Mark Satterthwaite modified this man's most notable idea, which was presented in Social Choice and Individual Values. That idea states that criteria such as the Pareto efficiency and unrestricted domain cannot exist in a voting system that seeks to fairly represent voters' preferences. For 10 points, name this economist with a namesake Impossibility Theorem.","Kenneth_Arrow"
"This god fathered Magni by the giantess Jarnsaxa. This god threatened to kill Loki after he had cut off the hair of this god's wife. His chariot is pulled by Tanngnjost and Tanngrisni, two goats, and he lives in Bilskirnir. In Jotunheim, this man was challenged, and failed, to lift the cat of the king of the Frost Giants, Utgard-Loki. He reduced the giant Hrungnir to rubble. At Ragnarok, this figure and Jormungandr, the Midgard Serpent, will kill each other. On one occasion, this god dressed up as Freya and killed Thrym, who had stolen his prized possession. The husband of Sif, for 10 points, name this owner of the hammer Mjollnir, the Norse god of thunder.","Thor"
"The first section of this work refers to an experience of Joseph Delboeuf, which he called ""hypermnesic."" This work claims that the title entities are effected through condensation to overcome censorship, and also contains a scene called ""Non vixit."" One scene in this work features the author's friends Leopold and Otto, who had given the ailing Irma an injection. This work's third chapter states that each of the title entities ""is the Fulfillment of a Wish"", which its author later revised in Beyond the Pleasure Principle. It contains the first formulation of the Oedipal complex. For 10 points, name this analysis of visions people have while asleep, written by Sigmund Freud.","The_Interpretation_of_Dreams"
"The amount of this quantity increases when banks can lend, according to the multiplier effect. One theory of this is based on an equation which contains the product of the average price level and the volume of transactions, the Fisher Equation; that theory is known as the ""quantity theory"" of this. The rate at which this is exchanged is called its velocity. The three aggregates of this quantity include bank deposits, savings accounts, and repurchase agreements, and are known as M1, M2, and M3. By Gresham's law, bad amounts of it drive out good amounts at a fixed rate of exchange. For 10 points, name this staple of the economy consisting of coins and banknotes.","Money"
"In one experiment conducted by this man, subjects were trained to run through a maze to find food; when the maze was shortened, the subjects would run straight into the wall. This author of Psychological Care of Infant and Child wrote a ""manifesto"" which claimed that psychology was an experimental branch of the natural sciences. In one experiment, he hit a metal pipe with a hammer to create a Pavlovian response in an 11-month-old child, who soon developed a fear of white rats. For 10 points, name this American psychologist and pioneer of behaviorism who conducted the Little Albert experiment.","John_B._Watson"
"One work by this man describes an investigative process as a ""virtuous circle"" rather than a ""vicious circle"" in examining both the title entity and the process of creating it. This author of ""The Origin of the Work of Art"" closely read The Critique of Pure Reason in his Kant and the Problem of Metaphysics. In another work, he said that people should be more authentic in their interactions, responding to the ""call of conscience"" to achieve their possibilities. That work described the existence of the individual as being engaged with other people and things, which he called ""Dasein"". For 10 points, name this German philosopher and Nazi supporter who authored Being and Time.","Martin_Heidegger"
"One study of this phenomenon pitted it against authoritarianism in the ""F-Scale"" and was made by Levinson, Sanford, Frenkel-Brunswik, and Adorno. In his book on the ""pattern and growth"" of this phenomenon, Gordon Allport developed the ""trait"" theory of it. Studies of this phenomenon are grouped into ""projective"" and ""objective"" types; an example of the latter is the Minnesota Multiphasic Inventory. The best known method of studying this phenomenon combines one letter from each of ENSJ and INFP. For 10 points, identify this measure of a person's individual differences and human nature measured by the Myers-Briggs test.","Personality"
"In one work, this thinker stated that modern technology was incompatible with the irrational process of business and finance, contrasting industrial and pecuniary employment. One of his works has a chapter on ""The Belief in Luck"" and examines the title group's interest in sports like bullfighting and football. This author of The Theory of Business Enterprise has namesake goods which fall in demand when they fall in price due to a perception of lower quality. That ties in with this author's idea that the rich need a way to justify and display their wealth. For 10 points, name this economist who introduced the idea of conspicuous consumption in his Theory of the Leisure Class.","Thorstein_Veblen"
"Nominal interest rates are said to lag behind this in the Mundell-Tobin effect. The built-in form of this effect is the base of the ""triangle model"" of it. This phenomenon can be due to a decrease in aggregate supply or an increase in aggregate demand. Milton Friedman argued that this concept was not linked inversely with unemployment, and in the 1970s, a high rate of this was linked with stagnation, discrediting the Phillips curve. The hyper- form of this phenomenon plagued Weimar Germany, and this effect can be ""cost-push"" or ""demand-pull"". Measured by the Consumer Price Index, for 10 points, name this phenomenon in which a unit of currency is worth less over time.","Inflation"
"With the author of Steps to an Ecology of Mind, this thinker wrote a ""photographic analysis"" of the denizens of an Indonesian island entitled Balinese Character. This author compared the gender equality among the Arapesh with the Tchambuli, whose men ran the household, and the fierceness of the Mudugmor. Derek Freeman argued that this author was pranked by her informants of her best-known work. This author of Sex and Temperament in Three Primitive Societies argued that American adolescents should be retrained to accept sexuality more freely, like the adolescent girls she talked to in Manu'a. For 10 points, name this author of Coming of Age in Samoa.","Margaret_Mead"
"In one work, this thinker wrote that ""the proper office of benevolence is to soften the partial evils arising from self-love, but it can never be substituted in its place."" He called for less reliance on foreign politics in The Grounds of an Opinion, while another work defines a certain concept as ""the reward of present valour and wisdom as well as of past strength."" Elsewhere, he argued that ""moral restraint"" is the only feasible ""preventative check,"" but will not succeed without universal suffrage and education. This author of Inquiry into the Nature and Progress of Rent used that work to present some ""Remarks on the Speculations of Mr. Godwin, Condorcet, and Other Writers,"" arguing that means of subsistence increase by an arithmetic ratio doomed to lag behind the geometric ratio of population increase. For 10 points, name this British classical economist who wrote Essay on the Principal of Population.","Thomas_Robert_Malthus"
"This work defines three levels of ""creativity"" and cites the example of a man who knows he hates oysters but has never tried them in a section that addresses balancing the need to know with the fear of knowing.  Another section describes the dangers of ""B-cognition"" which can make actions impossible.  This work's discussion of ""peak experiences"" offers an alternate take on one of its author's key ideas and it sets out a checklist of the characteristics that define healthy humans including ""more openness to experience"" and ""the ability to love.""  This work, which also features a chapter on the value of existentialism, ends with an appendix that asks, ""Is a normative social psychology possible?"" and is an elaboration of ideas its author previously presented in Motivation and Personality.  For 10 points, identify this work that outlines how human beings can become self-actualized, a work by Abraham Maslow.","Abraham_Maslow"
"His doctorate examined the concept of capitalism in German scholarship, while during World War II he wrote a series of important monographs on the sociology of Nazism, arguing that they sought to overthrow the enlightenment. He called the gratification of emotions ""affectivity"", which he contrasted with a state of ""affective neutrality.""  He differentiated between societies that valued action in the correct context versus advancement per se, a distinction he dubbed ascription and achievement. His educational theories emphasized people finding their appropriate occupation in society, an idea that with his students Davis and Moore became the theory of role allocation. His explication of the nature of illness in chapter 10 of The Social System was one of the founding texts of medical sociology. For 10 points, identify this popularizer of Max Weber who analyzed the ""unit act"" to understand The Structure of Social Action.","Talcott_Parsons"
"One of his early works was a case study of the war bond loan appeal made by Kate Smith. His theories of deviance are summed up in a chart that plots Cultural goals against Institutionalised means, with rebellion defined as new goals and new means. One of his better known theories was built upon by Robert Agnew and regards the relationship between social structures and crime. He discussed the process by which the developers of a process or idea are forgotten, obliteration by incorporation, and in his  most famous work contrasts ""middle range"" theories with grand theories. He also discussed positive feedback loops based on expectations, which this thinker called the self-fulfilling prophecy. For 10 points name this sociologist who also coined the term ""role mode,"" developed Strain Theory, and wrote Social Theory and Social Structure.","Robert_K._Merton"
"In one paper, this thinker argued that technological advancement in ""machine processes"" occurs because of the ""instinct of workmanship."" He wrote a work in which the title group is likened to barbarians because its members do not produce, but merely make money by shuffling around what others make. He names a set of luxury goods for which the demand increases as price increases. He coined the phrase ""conspicuous consumption"" to describe the title social group of one of his works. For 10 points, name this sociologist who wrote The Theory of the Leisure Class.","Thorstein_Veblen"
"A function that gives this quantity at a fixed level of utility is a ""compensated"" function. Changes in the curve that represents this quantity can be the result of the substitution and income effects. The Slutsky equation relates the Hicksian and Marshallian functions of this quantity. Giffen goods do not conform to the namesake law of this quantity. This quantity has a downward-sloping curve, and is defined as the willingness and ability to purchase a commodity or service. For 10 points, name this economic quantity, often paired with supply.","Demand"
"This author's ""Fateful Hoaxing"" titles a scathing critique of a work that discusses how youths skirt the traditional taupo system. One of this thinker's works studies how gender roles affected the tendencies of the Arapesh, Mundugumor, and Tchambuli to be warlike or peaceful. Interviews with adolescent girls make up the fieldwork for her work that compares the guarded sexuality of youth in America to the more open sexuality of young girls on the island of Ta'u in the Pacific. For 10 points, name this American anthropologist who wrote Coming of Age in Samoa.","Margaret_Mead"
"This scientist conducted a study in which people watched Medical Center before deciding whether to donate money to charity or to steal it. He sent information packets to people in Omaha and Wichita, asking if they knew a person in Boston, an experiment which led him to formulate the ""Six Degrees of Separation"" hypothesis. This conductor of the ""Small World"" experiment paid an actor to pretend to be shocked as another person was told to increase the voltage.  For 10 points, name this psychologist who conducted a namesake ""Obedience to Authority"" experiment.","Stanley_Milgram"
"This man described the Buddhist mandala as the ""path to the center"" in his Memories, Dreams, Reflections, whose appendices include Seven Sermons to the Dead. He described the union of opposite sexes with the term ""syzygy,"" and proposed non-causal connections called synchronicities. The Myers-Briggs test builds on his concepts of ""introvert"" and ""extrovert."" He also theorized the male and female animus and anima. For 10 points, name this Swiss analytic psychologist, who claimed that universal images, or archetypes, form the collective unconscious.","Carl_Jung"
"This thinker discussed the ""fort/da game,"" in which his infant grandson would throw small objects. This man posited that the prehistoric origin of religion was to atone for the killing of a father figure by a group of brothers. He claimed that human actions could be traced to a ""death drive"" and ""pleasure principle."" He wrote a work that describes the episode of ""Irma's Injection,"" an example of an event that he labels ""wish-fulfillment."" For 10 points, name this Austrian psychologist who wrote The Interpretation of Dreams and conceptualized the Oedipus complex.","Sigmund_Freud"
"This man distinguished between physical, social, and logical-mathematical knowledge in his theory of genetic epistemology. This psychologist performed an experiment involving tall and short beakers, which demonstrated the concept of conservation. He postulated that adaptation occurs through accommodation and assimilation of knowledge into internal schemas. He theorized periods characterized by magical thinking and object permanence. For 10 points, name this Swiss psychologist who posited the sensorimotor and preoperational stages of development in children.","Jean_Piaget"
"The rate of these entities should be higher when consumer elasticity is lower according to Ramsey's rule, which attempts to minimize the Harberger triangle for these entities. In the U.S., one of these measures based on currency exchange is named for James Tobin. Negative externalities can be corrected by one of these measures named for Pigou. Henry George proposed that a single one of them on land would reduce deadweight loss. Types of them include ""value added"" and ""ad valorum."" For 10 points, name these charges levied by a government on its citizens.","Tax"
"Book III of this work discusses how the law of primogeniture slowed the agricultural progress of Dark Ages Europe, a time period in which city and rural folk were similarly privileged. The author of this work was a student of Francis Hutcheson who was inspired by Bernard de Mandeville's The Fable of the Bees. It uses the example of a pin factory to illustrate its concept of the division of labor. This work equates self-interest with the collective interest in its image of the ""invisible hand."" For 10 points, name this work that supports laissez-faire economics, by Adam Smith.","The_Wealth_of_Nations"
"This quantity goes down two percent from its potential for every one percent increase in unemployment rate, by Okun's law. Its namesake deflator is equal to its nominal value over its real value times one hundred. Its nominal value over the money supply equals the velocity of money. This quantity is symbolized ""Y"" in the equation ""MV equals PY."" It is equal to the sum of net exports, government spending, investment, and consumption. For 10 points, name this statistic, which shows the total value of all goods and services produced in a country in a given time period.","Gross_domestic_product"
"This philosopher's concept of ""multitude"" is central to Empire by Michael Hardt and Antonio Negri, who wrote about this man in The Savage Anomaly. This thinker defined God as an ""infinite substance."" In one work, he claimed that, as a political constitution of Israel, the Torah was no longer valid. He argued for secular government in his Tractatus Theologico-Politicus. He wrote about ""God or nature"" in a work presented in a ""geometric order"" that reflects this thinker's pantheism. For 10 points, name this Jewish-Dutch philosopher who wrote the Ethics.","Baruch_Spinoza"
"This man notably published a speech that he gave in Parliament on the resumption of cash payments, in which he attacked the position of the titular Mr. West. This man left the important paper ""The Invariable Standard of Value"" unfinished. This man is associated with an ""93 per cent"" theory which makes possible his Labor Theory of Value. This man stated that it doesn't matter whether government finances spending with debt or tax increase, known as his and Barro's equivalency. His ""Essay on the High Price of Corn"" showcased his opposition to the Corn Laws. For ten points, identify this economist who wrote Principles of Political Economy and Taxation, who is also well known for an Iron Law of Wages and describing comparative advantage.","David_Ricardo"
"Wickland and Brehm investigated this phenomenon among a group of female college students, publishing their work in an article called ""Perspectives on"" this. Stanley Schachter assisted this concept's creator in writing one book in which it was explained. An article titled after a type of ""Consequences of Forced Compliance"" examined this theory and was written by Carlsmith. This phenomenon was investigated in an experiment in which participants were asked to lie about enjoying a boring task, and also by an examination of a Mrs. Keech-led group which believed that the world was to end. For 10 points, identify this concept explained in When Prophecy Fails by Leon Festinger, which is the state of discomfort brought about by holding contradictory beliefs.","Cognitive_dissonance"
"One of his works begins with the section ""An Untimely Pregnancy"" that uses metaphor of a chessboard and describes the conflict between Coyote and the title character. Besides Story of Lynx discussing the Nez Pierce, another of his works compares the Kwakiutl and Salish perspectives on the titular objects, The Way of the Masks. One of his best-known works describes ""alliance theory"" and introduces structuralism against Radcliffe-Brown's functionalism, while another contains the volumes From Honey to Ashes, The Origin of Table Manners, and The Raw and the Cooked. For ten points, anthropologist, who wrote aElementary Structure of Kinship and Mythologiques.","Claude_Lévi-Strauss"
"This philosopher attempted to explicate complex ideas to the public in his work A Crystal Clear Report to the General Public Concerning the Actual Essence of the Newest Philosophy. He emphasized the importance of academia in his work On the Nature of the Scholar and Its Manifestations, while he also wrote The Way Towards the Blessed Life. Some of his other moral views were expounded upon in The Vocation of Man, and this philosopher strongly advocated government policy that stimulated moral and intellectual development in his work, which he believed to be necessary to grant his people their rightful place in the world. Along with Addresses to the German Nation, in this philosopher's most famous work, he argued that the sense of duty is the real supernatural phenomenon in human life in an attempt to interpret religion through a Kantian moral frame. For ten points, identify this philosopher who wrote An Attempt at a Critique of All Revelation, a German.","Johann_Gottlieb_Fichte"
"This man proposed the mechanism of the epigenetic principle, and his work partially springs from his observations of the Yurok tribe. Before collecting his speeches in the compilation Insight and Responsibility, this thinker collaborated with Kivnick on an examination of Vitality in Old Age. One of this man's books describes the process through which the concept of satyagraha emerges, while another book examined ""The meaning of meaning it"" and described its subject's ""fit in the choir."" The author of Ghandi's Truth, this person set forth contrasts like integrity and despair, autonomy and shame, and industry versus inferiority. For 10 points, identify this author of Young Man Luther and Childhood and Society, the psychologist who developed the identity crisis and eight psychosocial stages of development.","Erik_Erikson"
"This man's political works include an influential campaign against the Ogden Land Company. This thinker discussed development of the incest taboo in the  Punaluan family, and the Kwakiutl eventually provided a counterexample to his theory of matrilineal-to-patrilineal development.  This thinker wrote a work in which he identified Sudanese, Eskimo, and Iriqouis among his titular Systems of Consanguinity, which he wrote in addition to Affinity of the Human Family. He claimed that the title animal had moral sense in The American Beaver and his Works. He also  described successive stages of ""savagery"", ""barbarism"", and ""civilization"" in his most famous work.  For ten points, name this American anthropologist of Ancient Society.","Lewis_H._Morgan"
"This man collaborated with Zeno Franco on a recent article in which he explored the psychology of people committing extraordinary deeds, ""The Banality of Heroism."" This psychologist also founded the Shyness Clinic after his book Shyness: What it is, What to Do About It was published. Other works by this psychologist include The Cognitive Control of Motivation, while he also conducted an experiment in which participants recreated Brazilian atrocities.  In his most famous experiment, one participant went on a hunger strike to protest the increasingly sadistic treatment of the other participants. For 10 points, identify this psychologist who wrote The Lucifer Effect, most famous for assigning participants roles as guards and inmates while conducting the Stanford prison study.","Philip_Zimbardo"
"By the late 1950s he had introduced the term ""cybernetic hierarchy"" to differentiate between high-energy and high-information subsystems as a part of his model of ""double interchange."" This was a reevaluation of an earlier study that posited the existence of pattern variables like ascription and achievement and affectivity and neutrality, as well as a ""four function"" schema of adaptation, goal attainment, latency, and integration. Those things comprise this thinker's AGIL Paradigm, and other than The Social System, he penned a more famous work that isolated elements, ends, means, and norms to analyze the ""unit act."" For ten points, name this former Harvard sociologist and author of The Structure of Social Action.","Talcott_Parsons"
"This concept disallows the Borda count from being effective, although repeated instances of Nanson's Method can bypass this condition. May's theorem applies this concept to a more restricted scope, and ome variants of this concept replace the montonicity and non-imposition criteria to form a more restrictive version. The Gibbard-Satterthwaite theorem formally extends this concept to voting systems, and it was introduced by its namesake in ""A Difficulty in the Concept of Social Welfare,"" while its namesake also wrote Social Choice and Individual Values. For 10 points, what theorem states that when there are more than three options, a completely fair and consistent election is unattainable.","Arrow's_impossibility_theorem"
"One work by this man attempted to disprove the universality of the Oedipus complex, and another work focused on Race relations in Africa and included a discussion of native diets and land issues. In addition to The Dynamics of Culture Change and The Sexual Life of Savages in North-Western Melanesia, his theorized that cultures were ruled by institutions in his A Scientific Theory of Culture. The sequel to one work studied the agricultural methods of the same tribe; that work includes accounts of an overseas expedition and the exchange of goods via the Kula ring. FTP, name this anthropologist, the author of Coral Gardens and their Magic and Argonauts of the Western Pacific.","Bronisław_Malinowski"
"One episode in this work recounts the rescue of a princess from the cannibal Soulless, and it applies the same rationale for secluding menstruating women to secluding oracles. It describes the ""making the curse to fly away"" ceremony of the Batta people in ""Transference of Ills,"" and the French tradition of lighting bonfires for Lent is linked to the Norse legend of Baldur in another section. The magical stage precedes the religious and scientific stages according to this work, which caused a scandal with a pagan reading of the Lamb of God and which is subtitled ""A Study in Magic and Religion."" For 10 points, name this anthropological study whose title refers to an object Aeneas used to enter the underworld, written by James Frazer.","The_Golden_Bough"
"One chapter of this book notes that while George Washington relaxed by reading Voltaire and Locke, Eisenhower relaxed with ""cowboy tales and detective stories."" Inspired by Franz Neumann's analysis of the National Socialism, Behemoth, this book argues that American society is being transformed from a public to a mass manipulated into perceiving a ""pseudo-world."" It asserts that the title group's thirst for wealth has created a ""higher immortality,"" and begins by contrasting them with ""ordinary men"" unable to make pivotal decisions. For 10 points, name this book which argues that the United States is controlled by interlocking ""higher circles"" of politics, business, and the military, by C. Wright Mills.","The_Power_Elite"
"He was almost killed by Gjalp and Greip, who after offering him a chair, tried to crush him by pushing him against the ceiling. This man ripped off Arvandil's toe and threw it into the sky, creating a new star. Two of his possessions could reheal themselves unless their bones were damaged, which Roskva did and subsequently became his handmaid. The gods angered him by promising his daughter to Alvis as a wife, but he turned Alvis to stone by keeping him busy until the sun rose. He wears the belt Megingjord and accidentally kicked Lit into Baldur's funeral pyre. His servant Thjalfi defeated a clay monster and his son Magni was the only one who could lift the giant Hrungnir off of him. For 10 points, name this god who defeated Hrungnir and Geirrod with his hammer, Mjolnir.","Thor"
"One of this thinker's works states that the ""good life"" is a ""process of movement"" characterized by ""openness to experience"" and ""an increasing Trust in His Organism."" This psychologist developed the Q-sort technique in order to enable individuals to identify differences between their ""perceived"" and ""ideal"" selves. This psychologist developed a system of therapy in which the therapist refrains from explanation while encouraging patients to speak freely about their problems through unconditional positive regard. The author of A Way of Being and On Becoming a Person, for 10 points, name this humanistic psychologist who developed client-centered therapy.","Carl_Rogers"
