"text","page"
"One of this religion's ""Celestial Masters"" led the Five Pecks of Rice rebellion. It believes in a Jade Emperor ruling over heaven, and in a principle of ""doing without doing"" or ""wu-wei."" Its founder was stopped at the western gate by Yinxi (YIN-shee), and compelled to write down the central text of this religion. For 10 points, name this Chinese religion founded by Laozi (LOWT-zee), which seeks accordance with ""the way.""","Taoism"
"This figure's birthday is celebrated on the 8th of the 4th month of Chinese lunar calendar, and many of the myths surrounding his birth are collected in the Jataka tales. This figure delivered his first sermon in the Deer Park at Benares. His witnessing of the Four Sights and his meditation under the Bodhi tree led him to the Four Noble Truths. For 10 points, name this founder of Indian religion with Theravadan and Mahayanan sects, also known as Siddhartha Guatama.","Gautama_Buddha"
"The Kebra Nagast maintains that this Biblical figure was the male progenitor of the line that would eventually culminate in the reign of Haile Selassie. One of this figure's books contains the line ""Please, catch for us the foxes in the vineyard... the little foxes."" According to scripture, the seven hundred wives of this figure ""turned his heart after other gods,"" except for Naamah. This figure was the last ruler of a united Israel, wrote Ecclesiastes and Song of Songs, and was visited by the Queen of Sheba. For 10 points, identify this wise ruler of Israel, the son of David.","Solomon"
"Members of this religion believe in a messiah called the Mahdi. Converting to this religion only requires reciting the shahada. This religion's believers pray five times a day while facing qibla. Its two main branches are Sunni and Shi'a, and its members make annual pilgrimages to Mecca. For 10 points, name this religion that follows the Quran, which was dictated by its founder, Muhammad.","Islam"
"One branch of this religion that includes the concept of sunyata, or emptiness, follows a set of scriptures known as the ""three baskets"", and its Four Noble Truths claim that life is suffering. Devotees attempt to follow the Middle Way and the Eightfold Path. It is divided into Theravada and Mahayana branches, the latter of which emphasizes bodhisattvas, as well as including the Japanese Zen tradition. For 10 points, name this religion in which adherents attempt to break the cycle of samsara and achieve nirvana.","Buddhism"
"In this myth system, a sword named Kusanagi is used by a deity who is born when another deity washes himself upon returning from the underworld. Another deity born from that event was created from Izanagi's left eye, and has a brother named Tsukuyomi; that deity is the sun goddess Amaterasu. For 10 points, name this myth system whose worshippers revere spirits called kami, the traditional religion of Japan.","Shinto"
"This man's wife laughs when told she will bear a son and is buried in the Cave of the Patriarchs. This son of Terah forces his servant to wander in the desert until she is saved by the appearance of a magical well. This man lies with Hagar in response to his wife's barrenness. He is told his descendants will be as numerous as the sand and the stars. This man is stopped from sacrificing his son Isaac by the last minute appearance of a sheep. For 10 points, name this patriarch important to Christianity, Judaism, and Islam.","Abraham"
"This book features a character called Clopas, who encounters the risen Jesus. This book tells of a Pharisee who tells God how much more righteous he is than a nearby tax collector. This Gospel is addressed the Theophilus (thee-OF-uh-luhs) and contains the parables of the rich man Lazarus, the Prodigal Son, and the Good Samaritan. Attributed to the author of Acts of the Apostles, it and Matthew draw on the ""Q Source"" as well as Mark. For 10 points, name this synoptic gospel of the New Testament that precedes John.","Gospel_of_Luke"
"This man's sins included fathering a son, Adeodatus, on a concubine. This figure converted from Manichaeism to Christianity at the hands of St. Ambrose of Milan. A moralizing influence in this man's life was his mother, Monica. In one work, this man used the Sack of Rome to demonstrate man's damnation by Original Sin. For 10 points, name this saint from Hippo who wrote the Confessions and the City of God.","Augustine_of_Hippo"
"Oliver Cowdery was a leader of this movement, whose Nauvoo legion perpetrated the Mountain Meadows Massacre. Martin Van Buren rejected the plea of their leader to overturn the Extermination Order that had been issued against them in Missouri. Their 1850s ""War"" with the U.S. is sometimes called Buchanan's Blunder and came after they were driven from Illinois. 1844 saw the death of their founder, Joseph Smith. For 10 points, name this religious group brought by Brigham Young to Salt Lake City, Utah.","Mormons"
"This man named a place where he received a vision Bethel, and he sought refuge at Haran after fleeing his brother. This man worked for his uncle Laban for seven years to gain the hand of Rachel and then worked another seven years to gain the hand of Leah. This man reunited with his son Joseph in Egypt years after this man believed Joseph to be dead. For 10 points, name this Hebrew patriarch who envisioned his namesake ladder to heaven.","Jacob"
"A festival that is repeatedly celebrated during this period commonly involves apricots and sweet milk and is known as the iftar. The twenty-seventh day of this timeframe is known for the ability to multiply merit and is called the Night of Power. This period ends with the coming of Shawwal and the Eid al-Fitr celebration. The pillar of sawm is practiced during this month and includes refraining from impure thoughts as well as food and drink. For 10 points, identify this month of daytime fasting in Islam.","Ramadan"
"This religion's communities set up training institutes for their members, which often base their curriculum on the seven Ruhi books. The founder of this religion wrote as one of his last works the Epistle to the Son of the Wolf. This faith has a legislative body of nine members in Haifa at the Universal House of Justice. Its calendar has four intercalary days in addition to its nineteen months made up of nineteen days. The founder of this religion was a follower of the Bab and took up the name Baha'u'llah. For 10 points, name this inclusive faith started in nineteenth century Persia.","Bahá'í_Faith"
"During one battle, Hur helped to hold this man's hands in the air so that his people would prevail. This man went to the top of Mount Nebo to die after singing a song. This man and his older brother were punished for showing impatience when he was instructed to speak to a rock, but struck the rock instead to produce water. This husband of Zipporah spoke with the burning bush, brought the Ten Commandments down from Mount Sinai, and led the Israelites out of Egypt. For 10 points, name prophet who parted the Red Sea.","Moses"
"The Blue Cliff Record is a text of this school, which was brought to China in the 500s by Bodhinharma (bode-HEEN-harm-uh) and to the west in the 1900s by D.T. Suzuki. The Soto sect emphasizes seated meditation called zazen, while the Rinzai sect uses paradoxical riddles called koans. Descended from Mahayana sources, it is widespread in Japan and stresses the importance of wisdom in gaining enlightenment. For 10 points, name this school of Buddhism whose name is associated with calmness.","Zen"
"One religious leader of this faith focused on using sudden sounds or actions to make pupils see their true nature and ye-xi, or original consciousness. In addition to Mazu Doayi, another leader of this faith wrote two manuals for believers at Shaolin and is described as the ""Blue Eyed Barbarian"" in such texts as The Anthology of the Patriarchal Hall. This religion's founder came to China from India and was inspired by the Lankavatara Sutra and the Flower Sermon. That leader, Bodhidharma, taught that activities outside of studying scripture such as sesshin and the contemplation of paradoxes were the way to achieve satori, or enlightenment. For 10 points, name this sect of Mahayana Buddhism associated with koans and various forms of meditation that is popular in Japan.","Zen"
"Three times a day, members of this faith perfom an ablution and tie and untie a sacred girdle made of 72 threads called the kushi. Members of this faith strive to follow a three-fold path of ""good thoughts, good words, good deeds"". Temples in this religion keep a perpetual fire to mark the presence of the spirit of divine truth called ""Asha"". After death, adherents of this faith have three days to meditate on their past life before being judged by Mithra, Sraosha, and Rashnu, while in the physical world their body is exposed and eaten by vultures in a Tower of Silence. The primary deity of this religion enlists the aid of the Amesha Spentas to fight the evil Ahriman. For 10 points, name this dualistic Persian religion that worships Ahura-Mazda, founded by Zarathustra.","Zoroastrianism"
"One character in this work has a vision of animals being lowered in a sheet immediately prior to meeting the soldier Cornelius. Near the end of this work, one character is interrogated by governors Felix and Festus. One chapter features a man interpreting the book of Isaiah for an Ethiopian eunuch, while the first chapter records Matthias being chosen as a replacement. Like an earlier text, it is addressed to the writer's friend Theophilus. This book includes such events as the deceit of Ananias and Sapphira, the stoning of Stephen, and the Holy Spirit descending on Pentecost. For 10 points, name this book attributed to Luke, which describes the conversion and ministry of Paul and is the fifth text in the New Testament.","Acts_of_the_Apostles"
"One early division in this faith was sparked by Elias Hicks in reaction to the evangelical nature of the Second Great Awakening and presaged the development of the conservative Wilburite factions of this faith in Iowa, North Carolina, and Ohio. Many congregations in this faith teach children at ""First Day"" School, a term from their depaganized ""plain calendar."" While every Yearly Meeting of this faith may espouse different ideals, most members of this sect believe they possess the ""inner light"" of God. The traditional service of this church is unprogrammed and allows anyone to speak if they desire. Historically known for their pacifism and plain dress For 10 points, identify this Christian religion, founded by George Fox, once whose members identify themselves as ""friends"".","Quakers"
"In Pope Paul VI's text ""Paenitemini,"" he suggested that this practice should be replaced with ways ""to promote better social justice"" in certain countries. On the Hindu day of Karva Chauth, married women engage in this practice to ensure their husbands' safety. A Jewish variant of this practice takes its name from an assassinated governor named Gedalia. In the first of his temptations in Matthew 6, Satan tells Jesus to end this practice. Jews are commanded to do this during the day of Tisha B'Av, while Catholics must engage in this practice on Ash Wednesday and Good Friday. Muslims engage in this practice from dawn to dusk during the month of Ramadan, For 10 points, name this religious practice that typically involves not consuming food.","Fasting"
"Ma Laichi, a Chinese adherent of this sect founded a school that was called ""the silent ones"" because they practiced silent invocation of God. Schools of this sect practice dhikr and strive for a primordial state called fitra. The khadims based in Ajmer are followers of a popular scholar in this sect, named Khwaja Moinuddin Chisti, while the Naqshbandi School of this sect traces the silsilah to Mohammed via Abu Bakr. Schools in this sect are led by Murshids. The author of the Spiritual Couplets, Rumi belonged to this sect, while ascetics in this sect are called dervishes. For 10 points, identify this mystical sect of Islam, which advocates a personal relationship with God.","Sufism"
"One end-times scenario of this faith involves a river of metal created by melting all the minerals of the earth. The first ruler to adopt it as an official faith was King Vishtaspa, and one of its rituals involves a drink made from water, pomegranate leaves, and the haoma plant. It lumps together all evil actions as falsehoods, or druj, and, like in Judaism, each of its temples houses a sacred fire. Its (*) Vendidad text describes the evil daevas and discourages burial in favor of leaving bodies on vulture-inhabited Towers of Silence, and its founder allegedly wrote the Gathas as part of its holy scripture, the Zend Avesta. For 10 points, name this religion that believes in the evil Ahriman's fight with the good god Ahura Mazda and is named for its Persian prophet founder.","Zoroastrianism"
"One part of this text describes snorting war horses that charge early in the morning and goes on to describethe ungrateful nature of man. The title figure of one section is told to shake a palm tree to drop fresh dates during the birth of Jesus, while another section features the ""Throne Verse"" and the striking of a murderer after the sacrifice of a yellow heifer. Those sections, called ""Mary"" and ""The (*) Cow,"" are found, after an opening asking for direction ""along the straight path,"" among readings arranged by order of length that are subdivided into ayat. Its 114 readings, of which all but the ninth begin with the word ""Bismillah,"" are called suras. For 10 points, name this holiest book of Islam.","Quran"
"Historical accounts of this faith include God Passes By, which recounts a declaration in the garden of Ridvan. Martha Root is among its select, saint-like group called the Hands of the Cause; that group was established by the son of this faith's founder in that son's Will and Testament, and disbanded from the 1920s until 1957 by its leader, Shoghi (*) Effendi. Its founder wrote an allegorical text called The Seven Valleys, and its calendar includes a month-long, and thereby 19-day, fast. This faith's Book of Certitude describes progressive revelation and the unity of all world faiths. For 10 points, name this religion whose Universal House of Justice is in Haifa, Israel, a tolerant monotheistic faith begun in Persia by Baha'ullah.","Bahá'í_Faith"
"Muhammad said that this man looked like his friend Urwah ibn Mas'ud. Adherents of the Ahmadi sect believe he went by the name Yuz Asaf when he died in Kashmir, and unlike mainstream Muslims they do not believe that he will fight Dajjal [duj-JAL]. He talked as a newborn to denounce critics of his mother, who was a priestess in a temple run by Zechariah. He will not die until he (*) returns to assist the Mahdi and establish just rule on earth, which is possible because was raised to Heaven before people thought they killed him. While on earth, he foretold the coming of Muhammad and revealed his own divine scripture. For 10 points, name this prophet born to a virgin mother.","Jesus"
"One figure in this tradition has a hundred or more epithets, each signifying a possibly non-physical ""path."" One of its rituals involves a wooden board onto which sixteen palm nuts are thrown, and its initiations include one named for a group called ""The Warriors."" Known for its divination ceremony, Ifá, its believers make offerings called ebos and believe that a spiritual energy called ashé comes from their chief god, (*) Olurun or Oludumare. Rooted in traditions of the Yoruba people, and reverent of spirits called orishas, for 10 points, name this religion for which the US Supreme Court upheld the right to religious animal sacrifice, an Afro-Cuban faith often translated ""Way of the Saints.""","Santería"
"Members of this community carried out the 1860 massacres at Dayr al-Qamr and Zahlah. One member of this group, Sultan al-Atrash, occupied Suwayda in 1925 and sparked the so-called ""Great Revolt"" against the French. Another leader of this community was Kamal Jumblatt, who was assassinated in 1977, likely on the orders of Hafiz al-Asad. Members of this community are the only non-(*) Jewish group widely represented in the Israel Defense Forces. This group traces its origins to the Persian Hamza ibn Ali, and to al-Hakim, a Fatimid Caliph who vanished in 1021. Represented by a five-pointed star, this is, for 10 points, what offshoot of Shi‘i Islam prominent in Israel, Syria, and Lebanon?","Druze"
"This figure apocryphally defended Jesus during his arrest by cutting off the ear of one of the Roman soldiers arresting him. During one Pentecost, this figure proclaimed the arrival of the Holy Spirit and gave an open-air sermon, and he was rescued from imprisonment by Herod by an angel. Traditionally depicted holding keys in his left hand, this saint, along with Paul, was the focus of the (*) Book of Acts, and he died by being crucified upside-down because he considered himself unworthy to die as Jesus had. For 10 points, name this figure who denied Christ three times after the Garden of Gesthemane, the leader of the Apostles who is considered to be the first pope.","Saint_Peter"
"Under certain circumstances, this practice can only be undertaken after a waiting period called an ‘idda. Travelers make use of the misyar (mis-YAR) form of this practice, which can be ended by khula or talaq. It requires the arrangement of a mahr and a question and answer that must be repeated out loud three times. A mut‘a (MUT-ah) is a controversial form of (*) temporary one that some Shi'ites can enter into for fixed time periods. The Qur'an requires a man to be equally just in order to do it more than once, which must have been a challenge for Muhammad because he did it eleven times. For 10 points, identify this practice that Islamic law permits other men to do only four times.","Marriage"
"Along with the Eucharist, hyperdispensationalists refuse to practice this on the grounds that it doesn't appear in the Epistles. The Catholic church recognizes a form of this ""by desire,"" while a controversy arose in the Jehovah's Witness church over women performing this action in concentration camps. The Great Commission states that this must be done in the name of the Father, the Son, and the (*) Holy Spirit, although some churches accept it even if it is done only in the name of Jesus. It was performed on Jesus Christ by his cousin John, whose living was performing this ceremony. For 10 points, name this purifying Christian ritual.","Baptism"
"People in this work claim twice that ""the ear tastes arguments like the palate tastes food."" The subject of a 35-volume commentary by Saint Gregory, the Moralia, its title figure gives a speech that mentions a mysterious ""Pit"" four times, and elsewhere in this text he originates the phrase ""by the skin of my teeth."" Another speech references the first of God's creations, the river-drinking Behemoth, and asks if a fish-hook can lift Leviathan. Set in the land of Uz, this book features Elihu's speech after (*) Eliphaz, Bildad, and Zophar visit a man stricken by disease after a house collapsed on his seven sons and three daughters. For 10 points, name this poetic Biblical book in which Satan asks God to test the title wealthy man's piety with suffering.","Book_of_Job"
"One figure in this book has his seventy half-brothers killed for idolatry; that figure is the son of a man who asked God to prove himself via two opposite miracles on consecutive nights. Another leader in this book beats Sisera, a general of Jabin; that is Barak. Yet another figure in this book is ordered to dance for the entertainment of the (*) Philistines, but he brings down the pillars of the stadium with his temporarily regained incredible strength. Including the stories of Abimelech, Gideon, and Deborah as well as that of Delilah and Samson, for 10 points, name this biblical book following Joshua that tells of the rulers of the early post-Moses rulers of Israel.","Book_of_Judges"
"The myth surrounding the birth of this figure holds that he was conceived when a white elephant touched his mother's side in a dream. After this figure's birth, the seer Asita predicted that he could become great in one of two ways. A sick man and a corpse were among the four sights that inspired this man, also known as (*) Shakyamuni, to become an ascetic. This man taught for the first time at the Deer Park in Benares, where he put forth the Four Noble Truths after meditating under a Bodhi tree and becoming enlightened. For 10 points, identify this Indian founder of an Asian religion whose sects include Theravada.","Gautama_Buddha"
"This religion encourages the practice of Nit-nem, in which certain banis are meant to be read daily, and its adherents undergo baptism by drinking water. Those who have been baptized are called amritdhari, become a part of the Khalsa, and are permitted to wear items known as the (*) ""Five K's,"" including kachera, referring to a specific type of cotton undergarment, kesh, and the kirpan, a curved dagger. Houses of worship in this religion, such as the Golden Temple, are known as gurdwaras, and its central religious text, compiled in the 1600s, is the Adi Granth. It has ten major holy figures, the last of which was Gobind Singh. For 10 points, identify this religion founded by Guru Nanak in the Indian state of Punjab.","Sikhism"
"A lover refers to this figure ""guiding"" him, and Israfil bringing him light, in the Ba'hai text The Seven Valleys, and he begins a war among ""biters,"" fornicators, and children of the Watchers in the apocryphal Book of Enoch. This figure provided a winged mule-like creature, the buraq, for the Night Journey. He appeared in Jabal-al-Nour, a mountain containing the Hira cave, to narrate (*) ayats and met with Zachariah before that man's wife bore John the Baptist. For 10 points, name this figure who revealed the Qur'an to Muhammad, an Archangel who also spoke to Mary.","Gabriel"
"According to a rabbinical source named for Zebediah, this man used the phrase ""bring the blood"" in Leviticus to argue that laymen could sacrifice animals. He delivered speeches at locations such as Mizpah and Gilgal, and after hearing the bleating of sheep, this man sliced King Agag into pieces. This son of Elkanah was trained until the age of 13 by a priest from Shiloh named Eli, and his spirit was briefly resurrected after death by the (*) Witch of Endor. He was born after intense nighttime prayers by Hannah, his previously barren mother. For 10 points, name this Judge and prophet who anointed Saul and King David, whose two namesake Biblical books precede First Kings.","Samuel"
"One branch of this religious sect is the Zaidis. Members of this sect believe in eight practices in place of the five pillars. Another of its sects believes that Muhammad al-Mahdi is the twelfth imam, is alive and hidden, and will help Jesus bring the day of judgement. That sect, this religion's largest, is the Twelvers. Its adherents believe Ali was the true successor to Muhammad. Many adherents are found in Azerbaijan and Iraq, and it is the dominant religion in Iran. For 10 points, name this second largest branch of Islam after Sunni.","Shia_Islam"
