"text","page"
"In one lecture, this thinker described his resolution of a debate about a man chasing a squirrel around a tree. This man wrote an essay that describes a reasonable way to think something is true without proper evidence called ""The Will to Believe."" This man contracted to write a textbook that resulted in his writing the two-volume work, (*) The Principles of Psychology. For 10 points, name this American philosopher who used the work of Charles Sanders Peirce (""purse"") to develop the philosophy of pragmatism.","William_James"
"This thinker responded to the idea that the title group must give up their identity for political freedom in On the Jewish Question. He wrote a thorough critique of Hegel's Elements of the Philosophy of Right. This man worked on a treatise that criticized the title system for exploitation of the labor market. Another work cowritten by this thinker described the ideal triumph of the (*) proletariat over the bourgeoisie. For 10 points, name this German philosopher who with Friedrich Engels wrote Das Kapital and The Communist Manifesto.","Karl_Marx"
"He proposed three ""definitive articles"", including republican government, as a basis on which to end intra-national hostilities in his Perpetual Peace. He stated that the answer to the title question is ""man's emergence from his self-imposed immaturity"" in ""What is Enlightenment?"" This philosopher based his system of ethics on a set of three maxims known as the categorical imperative. For 10 points, name this German philosopher of Critique of Judgment and Critique of Pure Reason.","Immanuel_Kant"
"This thinker pointed out that, since goods are valuable not for the labor put into them, but their ability to be exchanged, they are attributed human characteristics, a process he calls ""commodity fetishism."" This one-time Young Hegelian originated the aphorism that ""Religion is the opiate of the masses."" One of this man's works begins by noting that ""a spectre is haunting Europe;"" that work was co-written with Friedrich Engels. For 10 points, name this author of Das Kapital and The Communist Manifesto.","Karl_Marx"
"One idea proposed by this theorist is the spectacle, or opsis. He also discussed the idea of simulated representation, which he referred to by a term later used to title a book by Erich Auerbach, mimesis (mim-EE-sis). He also identified the anagnorisis (aa-nag-nor-EE-sis), or moment of recognition, and the peripeteia (per-uh-pit-EY-uh), or reversal of circumstances, as elements of drama. Other elements include hamartia (hah-MARSH-uh), a character's tragic flaw, and catharsis. For 10 points, name this ancient Greek philosopher who analyzed drama in his Poetics.","Aristotle"
"This thinker was the subject of ridicule by the newspaper The Corsair, and near the end of his life he attacked the bishop H.L. Martensen in several letters. This author of The Concept of Anxiety presented three forms of despair in his Sickness unto Death, which he wrote under the pseudonym Anti-Climacus. He contrasts the aesthetic and ethical ways of life in his book Either/Or, while another work by him centers on Abraham's decision to sacrifice his son Isaac. For 10 points, name this Danish philosopher of Fear and Trembling.","Søren_Kierkegaard"
"In one work, this thinker uses Odysseus's ""lament in Scylla"" as an example of ""character indecorous and inappropriate."" In that work, this man wrote of the necessity of space-time unity and gave the term for a character's self-discovery, anagnorisis (an-uh-gnoh-REE-sis). He also defined peripeteia (pay-ree-puh-TAY-uh) as a turning point and hamartia (huh-MAR-tee-uh) as a character's flaw in ancient Greek tragedy, which he felt should produce a purging of emotion called catharsis. For 10 points, name this philosopher who wrote Poetics and Nichomachean Ethics, a student of Plato.","Aristotle"
"One section of this work describes a shepherd named Gyges who commits unethical acts after he discovers a ring that grants him invisibility. This work describes the Sun as a being the child of the Form of the Good to detail an ideal society ruled by philosopher kings. One part of this work describes a group of men who watch the shadows a fire casts on a wall and mistakes them for reality. That section is known as the Allegory of the Cave. For 10 points, name this philosophical by Plato that describes the city state.","Republic_(Plato)"
"This thinker argued against philosophical dependence on the senses by pointing out the changes a piece of wax undergoes when it melts. His formulation of the ""mind-body problem"" has led the influential idea of a separation between mental and physical properties to be known as this man's ""dualism."" This author of the Meditations on First Philosophy Declared ""Je pense donc je suis"" in his Discourse on Method. For 10 points, name this French philosopher who declared ""I think therefore I am.""","René_Descartes"
"This thinker's best-known work ends with the line ""What we cannot speak about we must pass over in silence."" He used several examples of language games in his Blue and Brown Books, while another of his works uses the thought experiment of a ""beetle-in-a-box"" to argue against the idea of a private language. That work, Philosophical Investigations, expands on many of the ideas this philosopher introduced in a work with a three-word Latin title. For 10 points, name this 20th century philosopher of Tractatus Logico-Philosophicus.","Ludwig_Wittgenstein"
"This thinker discussed his concept of Sittlichkeit (SIT-tlek-""kite""), or ""ethical life,"" and criticized a work by Karl Ludwig von Hallerby in his Elements of the Philosophy of Right. During his time at the University of Heidelberg, he published his Encyclopedia of the Philosophical Sciences, which includes a shortened version and some applications of his earlier The Science of Logic. This thinker is better known for another work that introduces the Master-Slave dialectic. For 10 points, name this German philosopher of The Phenomenology of Spirit.","Georg_Wilhelm_Friedrich_Hegel"
"This thinker divided philosophers into ""tough-minded"" and ""tender-minded"" categories. In one essay, this man analyzed an argument over whether a man chasing a squirrel around a tree is going around the squirrel. This thinker defined truth as ""what is useful"" in a book subtitled, ""A New Name for Some Old Ways of Thinking."" For 10 points, name this American philosopher, the author of Pragmatism and The Principles of Psychology.","William_James"
"This man served as an instructor to Queen Christina of Sweden and drew a wrote a code of regulations for the Swedish Academy of Sciences. This man also wrote a work that attempted to describe harmony in mathematical terms, his Compendium Musicae. The possibility that he was being constantly deceived by an evil genius is considered in this man's Meditations on First Philosophy. For 10 points, name this French philosopher who wrote Discourse on Method and posited, ""I think, therefore I am.""","René_Descartes"
"This man rejected Kant's ""intuitionism"" in favor of empirical observation in one work. He noted that it was ""better to be Socrates dissatisfied than a fool satisfied"" in arguing for the superiority of intellectual pleasures, like reading Wordsworth, over physical pleasures. This author of A System of Logic argued that the government should only take away a man's rights in order to prevent harm to another person in his On Liberty. He was influenced by the earlier work of Jeremy Bentham in formulating the ""greatest-happiness principle."" For 10 points, name this British Utilitarian philosopher.","John_Stuart_Mill"
"One work by this thinker claimed that everyone receives from society what he gives it; that work introduces the lower and higher phases of a certain philosophy. Another work by this man distinguishes between the civil base and the political superstructure of society. He claimed that the focus of new materialism was human society in a work that criticized the contemplative philosophy of the author of The Essence of Christianity. He claimed that society has developed a fetish for commodities and holds exchange value above labor and use value, and he distinguished his thought from French socialism in a work that urged the workers of the world to unite. For 10 points, name this German philosopher who collaborated with Engels on works like The Communist Manifesto and Das Kapital.","Karl_Marx"
"One work by this thinker asserts that founding fathers can inspire continued loyalty in the law. That book also argues that states must maintain vivere libero for all citizens by constantly revising themselves and claims that rulers who strive to preserve freedom over their own power exhibit true virtu. Another work by this man argues solid laws and a strong military are the two essential components of successful state, and it a compares the fickleness of fortune to a lady. That work by this author of Discourses on Livy also praises Cesare Borgia for his strength and claims it is better for the title ruler to be feared than loved. For 10 points, name this Italian statesman who wrote The Prince.","Niccolò_Machiavelli"
"One work by this thinker claims that true individual freedom arises from the synthesis of the universal and subjective will and distinguishes between the abstract, moral, and ethical realms of the title subject. Another work by this man argues that the title discipline has developed through four world epochs to arrive at the mature Germanic stage where all men are free by nature. The preface to this man's most famous work outlines his method of ""pure looking at"" that he favors over deductive reasoning. That work by this author of Philosophy of Right and Lectures on the Philosophy of History examines the constantly changing relationship between consciousness and its objects and introduces the master-slave dialectic. For 10 points, name this German philosopher who wrote The Phenomenology of Spirit.","Georg_Wilhelm_Friedrich_Hegel"
"One work by this thinker condemns the development of the title disciplines because they are based in vanity, not true human needs, and rejects senseless growth of knowledge if it suppresses individual liberty. Another work by this man argues that society is only better than nature if it is guided by human reason. This man argued that society's vices arose from the corruption of naive self-love into jealous egotism, or amour propre. This author of Discourse on Arts and Sciences and Discourse on Inequality distinguished between the specific government and the abstract sovereign made up of citizens in a work that begins ""man is born free but everywhere he is in chains."" For 10 points, identify this French philosopher who wrote The Social Contract.","Jean-Jacques_Rousseau"
"Wilfrid Sellars cites this philosopher as his most important influence and titled a book after this man's ""Variations."" In one essay, he asserted that representative republics provided the path to international pacifism, while in another essay, which praised Frederick II as an ideal ruler, he defined the title concept as ""Man's emergence from his self-incurred immaturity,"" This author of ""Perpetual Peace"" and ""What is Enlightenment?"" described a concept which requires people to formulate rules that should be followed in all circumstances.  That concept, which was found in his Groundwork for the Metaphysics of Morals, is the ""categorical imperative."" For 10 points, name the philosopher who wrote Critiques of Practical and Pure Reason.","Immanuel_Kant"
"In his last published work, this philosopher argued that emotions arise out of the movement of what he termed ""animal spirits"" in different combinations. That work was his The Passions of the Soul. This philosopher illustrated how the senses can be deceiving by using the analogy of a piece of wax. He argued that because sensory perceptions are involuntary, they must come from an external world in a work in which he began by assuming that an ""Evil Demon"" was creating his perceptions.  For 10 points, name the French skeptical philosopher who championed mind-body dualism and wrote Discourse on Method and the Meditations on First Philosophy.","René_Descartes"
"The last section of this work outlines the four causes of the ""confederacy of deceivers"" that suppress the light of truth within men. This book accuses the Catholic Church of misinterpreting scripture to justify the Pope's powers in that fourth section, ""The Kingdom of Darkness"". The second part of this work outlines twelve rights of rulers and claims that men bind together in the state for self-preservation. That section also rejects aristocracy and democracy in favor of the more stable monarchy. This work proposes a way to avoid the ""war of all against all"" described in its first section, ""Of Man"". That section of this work also defines life in nature as ""solitary, poor, nasty, brutish, and short"". For 10 points, name this philosophical book that outlines the necessity of a strong state, written by Thomas Hobbes.","Leviathan_(Hobbes_book)"
"John Searle criticized this philosopher's work in his essay Reiterating the Difference, to which this man responded in the afterword of another work. Another of his works describes organized crime as a ""phantom state"". That work traces the development of the concept of underemployment and describes them as ""plagues of capital"" and part of the title legacy. This author of Limited Inc. and Spectres of Marx described a concept which combines the meanings of the words ""differ"" and ""defer"" and about the futility of escaping infinite context, which led him to write ""there is nothing outside the text."" For 10 points, name this French philosopher who coined the term ""differance"" and wrote Of Grammatology, the founder of deconstructionism.","Jacques_Derrida"
"This philosopher used the example of Pegasus to illustrate that when we speak the truth it must always be truth ""about something"" in an essay about non-referring names called ""On What There Is"". Another work by this man criticizes Rudolf Carnap's attempts to reduce all statements into sense-data language. He argued that philosophical methods should be abandoned in favor of the scientific study of how knowledge is acquired in his essay ""Epistemology Naturalized"". This man used the words ""unmarried man"" and ""bachelor"" to distinguish between true and synonymous statements in an essay that rejected the rigid divide between analytic and synthetic statements. For 10 points, name this American analytic philosopher who wrote Word and Object and ""Two Dogmas of Empiricism"".","Willard_Van_Orman_Quine"
"In one work, this man criticized the progress resulting from art and science as empowering governments and undermining friendship in Discourse on the Arts and Sciences. One work by this author advocates that only at adolescence can children understand complex emotions like (*) sympathy. Another of his works advocates small communities that allow for the conscience of their inhabitants to develop into an incontrovertible ""general will."" For 10 points, name this author of Emile who declared that man is ""born free, and everywhere he is in chains"" in a book suggesting the title arrangement between the people and the Sovereign, The Social Contract.","Jean-Jacques_Rousseau"
"This work uses the example of getting a full picture of a house by willfully looking at successive parts up close, in contrast to viewing a ship which approaches involuntarily, to show the validity of causality. This work, which ends by describing the ""architectonic"" and ""history"" of its title concept, contains a diagram of four sets of three categories arranged in a diamond. It claims space and time are pre-existent in the mind in its Transcendental Aesthetic, analyzed claims such as (*) ""7 plus 5 equals 12,"" and introduced the phenomenon-noumenon split. For 10 points, name this work which confirms the possibility of synthetic a priori truth, written before a similar work on Practical Reason, by Immanuel Kant.","Critique_of_Pure_Reason"
"One of this man's works outlines thirty-eight strategies for winning arguments; he included the introduction to that essay, The Art of Being Right, in his essay collection whose title means ""additions and omissions"" in Greek. He described becoming, knowing, and being as three classes of relations in his dissertation on the principle of (*) sufficient reason's  ""Fourfold Root."" His major work, written after his misogynistic essay ""On Women,"" claimed that the undifferentiated noumenon drives nature, took inspiration from the Upanishads, and claimed that art is the only reprieve from the suffering caused by experience. For 10 points, name this nineteenth century German philosopher who wrote The World as Will and Idea.","Arthur_Schopenhauer"
"In political thought, this man contributed a comparison of socialism, anarchism, and syndicalism, three of the titular Roads to Freedom. In another work sometimes viewed as a sequel to his What I Believe, he critiqued organized religion and as a whole, writing that ""No one can sit at the bedside of a dying child and claim to believe in God"" in an attempt to explain Why I Am Not a (*) Christian. Other works by this man include one written with Alfred North Whitehead, in which he explained the whole of mathematics in terms of logical expressions. For 10 points, name this modern British philosopher who wrote Principia Mathematica.","Bertrand_Russell"
