"text","page"
"The Wolfe Creek Meteor Crater is located in this nation that is home to the Gibson and Tanami Deserts. The so-called Tea and Sugar Train brought supplies to towns in its region known as the Nullarbor [null-uh-BOR] Plain, which also contains part of the span of its transcontinental railroad that runs from Port Augusta to Kalgoorlie. Its largest lake, whose two halves are connected by the Goyder Channel is notable for its shrinking and growing during the rainy season; that body of water is Lake Eyre. Its states include Queensland, Victoria, and New South Wales. For 10 points, name this nation whose capital is Canberra [KAN-ber-uh].","Australia"
"This state's Fish Canyon Tuff was created 26 million years ago by an eruption in the La Garita Caldera, while its Castle Rock was the result of earlier activity in the Thirtyninemile Volcanic Field. Mining sites in this state include the Rangely Oil Field, the Summitville Mine in the San Juan Mountains, and Cripple Creek. In 2004, part of this state's San Luis Valley was designated (*) Great Sand Dunes National Park. This state is also home to the deep Black Canyon of the Gunnison as well as the Spruce Tree House and Cliff Palace at Mesa Verde National Park. For 10 points, identify this state that contains the Front Range and Pike's Peak.","Colorado"
"A housing program in this country is called My House, My Life. The government has also launched Light for All, a rural electrification program spearheaded by an energy minister who has since become its president. More electricity will be provided for this country by the Belo Monte Dam on the Xingu River, which will displace 20,000 people in the state of Pará and be its second largest dam after the (*) Itaipu. This country's city of Curitiba is renowned for its public transportation, while government investment in the Suape port will benefit the capital of its Pernambuco state, Recife. Favelas are slums in the largest cities of, for 10 points, what country experiencing a real estate boom in São Paulo?","Brazil"
"Pools of industrial waste line the banks of this river in Almasfuzito, and sludge from an aluminum plant spill in Ajka reached this river in October 2010. In 2000, two tributaries of this river were devastated by a cyanide spill at Baia Mare, a gold mine on the Somes River. Industrial cities on this river include Novi Sad, the capital of Vojvodina, and (*) Linz, and this river is joined by the Morava, the Drava, and the Tisza. Rising in the Black Forest, it is dammed on the border between Serbia and Romania. Before it empties into the Black Sea, what river, for 10 points, flows through Budapest, Belgrade, and Vienna?","Danube"
"This state's Matanuska Valley, which is located in the shadow of the Chugach Mountains, is one of its main agricultural regions. This state's fishing industry is based in Dutch Harbor on Amaknak Island, and much of the economy around Norton Sound in this state is based on mining. Another agricultural region here is the Kenai Peninsula. Although this state's largest city is located on (*) Cook Inlet, its more accessible port is on Prince William Sound; that city, Valdez, is connected with Prudhoe Bay by an above-ground pipeline and was the namesake of an Exxon oil tanker that ran aground here in 1989. For 10 points, name this state home to Fairbanks and Anchorage.","Alaska"
"A former center of this body of water's fishing industry was Moynaq, a city whose population has plummeted since the 1980s. This body of water was split by the construction of the Dike Kokaral across the Berg Strait in 2006. The now-uninhabited town of Kantubek on Rebirth Island in this body of water was once the world's largest dumping ground for anthrax. One river flowing into it is tapped by the Kara Kum Canal, which was built to provide irrigation for cotton. That tributary, the (*) Amu Darya, as well as the more northerly Syr Darya, have been so taxed that this lake's namesake city now lies 12 kilometers away from it, while in 2008 its eastern portion ceased to exist. For 10 points, name this shrinking lake in Kazakhstan and Uzbekistan.","Aral_Sea"
"Two salt deserts lie in an eastern plateau in this nation, which contains Lake Urima, the third largest salt lake in the world. Its western boundaries terminate at the Shatt-al-arab. The Khuzestan plain forms a lowland portion here, while its major mountain ranges include the Zagros and Albroz. This nation's highest point is Mount Damavand, and the littorals of the Gulf of Oman form a large portion of its southern coast. It borders Azerbaijan and Turkmenistan to the north, as well as the Caspian Sea. For 10 points, name this western neighbor of Afghanistan and Pakistan with capital at Tehran.","Iran"
"This mountain's caldera contains the Reusch Crater, and is notable for its lack of alpine bamboo. The nearest settlement to it is Moshi, and it contains the Furtwängler and Rebmann Glaciers. The next highest mountain in its country is Mount Meru, and the forests on its peak are the highest in the continent. First climbed by Hans Meyer, it is the highest freestanding mountain in the world. It is notable for its glaciers at the top which could disappear soon, and its highest point is Uhuru. For 10 points, name this inactive stratovolcano in Tanzania, the highest mountain in Africa.","Mount_Kilimanjaro"
"This region's Navarino Island is home to artifacts of the Yaghan culture. Another native group, the Selknam, was moved to this region's Dawson Island. The major island in this archipelago has its highest point at Mount Darwin, and is bounded to the south by the Beagle Channel. Towns here include Porvenir and Puerto Williams, as well as its largest city Ushuaia. Separated from the mainland by the Strait of Magellan, it lies at the bottom of Patagonia and is home to some of the southernmost settlements in the world. For 10 points, name this archipelago off the southern tip of South America.","Tierra_del_Fuego"
"Storm Bay and the Bay of Fires lie off the coast of this island, whose northwest contains a temperate rainforest, the Tarkine. It contains Cradle Mountain and its tallest point is at Mount Ossa. Many dolerite columns named ""Organ Pipes"" lie on this island's Mount Wellington, which overlooks its largest city as well as the Derwent estuary. Its namesake peninsula contains Port Arthur, a former settlement for convicts, and another name for it is van Dieman's Land. It is separated from the mainland by the Bass Strait and its capital is Hobart. For 10 points, name this island off the southern coast of Australia.","Tasmania"
"This area once contained Gin Drinker's Bay, which was located in its Rambler Channel. Stonecutter's Island and many of this region's ""new towns"" are now peninsulas. Its most densely-populated area was separated by Boundary Street from the New Territories, and this city's many harbors include Aberdeen and Victoria. A large bronze Buddha is located on this city's Lantau Island, and its highest point is Tai Mo Shan. Its airport at Chek Lap Kok was built after land reclamation, and it contains Victoria Peak along with the Kowloon Peninsula. For 10 points, name this ""fragrant harbor"" on the Pearl River Delta, a British concession returned to China in 1997.","Hong_Kong"
"This island's Gunung Mulu National Park contains distinct karst formations and the largest underground chamber in the world. This area was used as a source of dragon's blood or mercury by Chinese merchants. It is home to Kinabalu National Park, which is located in its Crocker Range. Bordering the Sulu Sea to the northeast and the Java Sea to the South, it is separated by the Makassar Strait from the island of Sulawesi. This island is divided into seven ecoregions, and the burning of the peat swamp forests here has made Indonesia the third-largest CO2 emitter in the world. For 10 points, name this third-largest island in the world that contains Brunei and part of Malaysia.","Borneo"
"Lac Alaotra is the largest body of water in this nation known for its prominent red lateritic soils. The Canal des Pangalanes is a series of dams on its coast. The distinctive trees in the Menabe region compose this nation's first national monument, the Avenue of the Baobabs. Trade winds arrive in this region because of anitcyclones off the coast of India, and this nation's forests contain rare endangered species such as the Golden-crowned sifaka and the Aye-aye. Separated from continental Africa by the Mozambique Channel, for 10 points, name this island country notable for its lemurs, with capital at Antananarivo.","Madagascar"
"This mountain was first summitted in 1889 by Hans Meyer, and it is marked by landslide-formed Western Breech. Climbs of this mountain often begin at the nearby town of Moshi and can follow a route up the Barranco Wall and past the Garden of Senecios. This mountain is crowned by the [*] Furtwangler Glacier and Shira Plateau, from which the neighboring Mt. Meru is visible. The Reusch Crater tops Kibo, the highest of this dormant stratovolcano's three cones. Called Uhuru in Swahili, the largest freestanding mountain in the world is, for 10 points, which Tanzanian mountain, the tallest in Africa?","Mount_Kilimanjaro"
"The al-Sudd marsh is formed by the primary tributary of this river, which is known as the ""Albert"" branch before it reaches Nimule. Another tributary of this river is also called the Abbay and originates in Lake Tana. Eventually, this river splits into the [*] Rosetta and Damietta branches, and this river's summer floods were ended by the construction of the Aswan High Dam. This river's two major tributaries are its ""Blue"" and ""White"" branches, which combine near Khartoum. Originating in Lake Victoria, for 10 points, name this river that flows through Sudan and Egypt, the longest in the world.","Nile"
"Belem serves as the major port city on this river's estuary, and at this river's mouth, the Para river joins with it to form the island of Marajo. In 1541, Francisco de Orellana followed this river in a quest to find El Dorado, and the Country of Cinnamon and the Casiquaire (kaz-ik-yea) canal connects this river's basin to the [*] Orinoco river. This river's tributaries include the Manaus and Madeira, and it is home to species such as the giant otter, its namesake river dolphin, and the piranha. For 10 points, name this South American river, nicknamed the River Sea for its immense volume, which flows through the world's largest tropical rainforest.","Amazon_River"
"This nation was unable to spur private construction of power plants, causing the state-owned power supplier Eskom to experience deficiencies and rolling blackouts across the region in 2007. The fossil remains at Sterkfontein, Kromdraai and Makapansgat caves suggest australopithecus were present in this nation 3 million years ago. It contains a vast, flat, and sparsely populated scrub-land to the northwestern regions called the Karoo, and completely [*] surrounds the nation of Lesotho. Sporting a large diamond mining economy, for 10 points, name this African country with three capitals at Pretoria, Bloemfontein, and Cape Town.","South_Africa"
"The Alashan Plateau sits to the southwest of this region's Eastern steppe, and the first fossilized dinosaur eggs were discovered in the Bayanhongor (""buy-an-hon-gore"") area of this region. Home to the only known desert-dwelling bear, this region is bound by the Altai mountains to the north and is the native habitat of the [*] Bactrian camel. The Tian Shan range acts as a border between this region's Dzungarian (""zun-gay-ree-an"") Basin and the Taklamakan Desert to the west. Ulanbataar is located in this desert, flanked by the Tibetan plateau to the south. For 10 points, name this large rain-shadow desert bordering Mongolia and China.","Gobi_Desert"
"The island of Bornholm is in this body of water, which is connected by the Kiel (""KEEL"") Canal to the North Sea. One arm of this sea is the Gulf of Bothnia, and the large island of Saaremaa (""SAH-reh- MAH"") guards its Gulf of Riga (""REE-guh""). Five national capitals lie on this body of water, including Tallinn, the capital of Estonia, and Stockholm. For 10 points, name this sea south of Scandinavia.","Baltic_Sea"
"This mountain range includes the Vilcabamba (""VEEL-cuh-BOM-buh"") sub-range and contains a plateau called the altiplano (""ALL-tee-PLAN-oh""). It is home to the tallest volcano on Earth, Ojos (""OH- hoess"") del Salado, and the highest peak in the Western Hemisphere, Aconcagua (""AH-con-CAH-gwa"").  Llamas were domesticated in, for 10 points, what longest mountain range on Earth, located in western South America?","Andes"
"One Canada Square, the tallest building completed in this city, is meant to rival its traditional financial center, home to a cathedral designed by Christopher Wren. Its namesake ""Eye"" is Europe's tallest Ferris wheel. Landmarks here include the Tate Modern and Westminster Abbey. For 10 points, Buckingham Palace in located in what city on the Thames (""temz""), the capital of the United Kingdom?","London"
"The Atbarah (""ott-BAR-uh"") is an arm of this river that starts at Lake Tana (""TAWN-uh""). The Aswan (""AHS-wahn"") High Dam, an attempt to control this river's flow, resulted in the creation of Lake Nasser, a massive reservoir shared by two nations. This river splits into two different sections near Khartoum (""CAR-toom""), the Blue and the White. For 10 points, identify this river considered the lifeblood of civilizations in Sudan and Egypt, the longest river in the world.","Nile"
"This state suffered the Good Friday Earthquake, and it is the only state divided into boroughs rather than counties. Islands located here include Kodiak and Amaknak (""uh-MACK-nack""), the most populous of the Aleutians (""uh-LOO-shins""). Its largest city lies on the Cook Inlet, and its city of Nome lies on the Bering Sea. For 10 points, name this state, whose cities include Fairbanks and Anchorage, and which is the northernmost state in the United States.","Alaska"
