"text","page"
"In one story, the cloud nymph Nephele is created in the form of this goddess in order to trick Ixion. She blinds Tiresias after he disagrees with her side of an argument. She curses Echo to a life of repeating the words of others, and forces Leto to give birth on the floating island of Delos. She employs the hundred-eyed giant Argus as a watchman and sends a gadfly to pursue Io around the world. She is often depicted jealously punishing her husband's love interests. For 20 points, name this wife of Zeus.","Hera"
"This figure is told to bury an oar in a land without access to the ocean, where a ""seaborn death"" will come to him. Aided by the swineherd Eumaeus (yoo-MAY-us), he kills Antinous after stringing his bow and shooting an arrow through twelve (*) axeheads. This figure tells his crew to tie him to the mast so he can listen to the Sirens. His adventures include sailing Scylla and escaping the cave of Polyphemus. For 10 points, name this husband of Penelope who takes ten years to return from Troy to Ithaka in a namesake Homeric epic.","Odysseus"
"Shu and Tefnut were created from this god's saliva. According to one legend, this deity emerged out of chaos from a lotus flower. Every night, this god's barque was attacked by the snake Apep. This deity colored 7,000 jars of beer red in order to calm Sekhmet, who is known as this god's ""eye."" This god was unified with (*) Atem and Amun. Like Horus, this deity was depicted with the head of a falcon, and he was also depicted with a golden disk. Pharaohs were titled the ""Son of"" this god. For 10 points, name this Egyptian sun deity.","Ra"
"A Spartan festival dedicated to this Greek goddess required boys to try to steal cheese from an altar that was guarded by men with whips. She caused the death of the Aloadae brothers by tricking them to throw spears at each other, and in another story she punished Niobe for boasting by killing her seven daughters. This daughter of (*) Leto had a temple at Ephesus and was responsible for the deaths of the hunters Orion and Actaeon. For 10 points, name this twin sister of Apollo, the Greek goddess of the hunt and wild animals.","Artemis"
"After this deity was impregnated by Iasion, she gave birth to the god of wealth Plutus. She was worshiped in Arcadia as a woman with the head of a horse because Poseidon turned into a stallion to rape her. The Eleusinian Mysteries were held in honor of this goddess and her daughter. She gave Triptolemus a winged chariot pulled by snakes to help him teach the world agriculture during her search for her (*) daughter, who was abducted into the underworld by Hades. For 10 points, name this mother of Persephone, the Greek goddess of grain and the harvest.","Demeter"
"With his twin brother, this figure stole bones from the underworld and used them to create humans. A rival of this deity is (*) Tezcatlipoca (TETZ-cat-lee-POKE-uh), and the arrival of a certain conquistador was mistaken as the return of this figure. Confused by the natives with Hernan Cortes, for 10 points, identify this Aztec god, a feathered serpent.","Quetzalcoatl"
"This figure's enemies included Camilla of the Volsci and Turnus of the Rutuli, whom he defeated to avenge Pallas. His father was a mortal lover of Aphrodite, whom he carried on his back out of a burning city. His son (*) Ascanius founded Alba Longa, a precursor of Rome. After landing at Carthage, he had an affair with Dido, whom he later spurned. For 10 points, name this hero of an epic poem by Virgil.","Aeneas"
"In one story, one of this deity's sons is a war god that was raised by six women, resulting in the formation of his six faces; that son is named Skanda. He is attended by the Ganas and is the husband of Parvati, who bore him another son with an elephant's head. This rider of the bull Nandi also has a blue (*) throat from drinking the world's poison and has a third eye in his forehead whose opening will cause the destruction of the universe. For 10 points, name this Hindu deity, a member of the Trimurti known as the Destroyer.","Shiva"
"During a contest against her brother, this deity chewed on pieces of a sword and spat them out to in order to produce children. Worshipped at a shrine at Ise, she was born when her father was cleaning his left eye after returning from the underworld Yomi. After her brother threw a flayed horse into her hall, this goddess hid in a cave and refused to come out, putting the world in darkness. This daughter of (*) Izanagi and sister of the storm god Susanoo is considered to be one of the most important kami (kah-MEE). For 10 points, name this Shinto sun goddess.","Amaterasu"
"A cult of this deity was characterized by the sacrifice of puppies to Enyalio. The eagle owl, woodpecker, and vulture are sacred to this deity. This god exacts revenge for the rape of his daughter Alcippe and is forced to appear in a tribunal held by the Olympians held on a hill which later bore this god's name. With his lover, this father of Harmonia is caught in a (*) net crafted by Hephaestus. Cadmus slew a water-dragon sacred to this deity, who is known for only consorting with Aphrodite. For 10 points, name this Greek god of war.","Ares"
"This figure was worshiped on the Island of Philae. In depictions, a throne symbol often lies atop this deity's head. This deity created a snake out of the earth and had it bite Ra so that Ra would give up his True Name. After a long search, this deity found a box hidden in a tamarisk tree. This goddess reassembled the fourteen (*) pieces of her husband and gave birth to Horus, in order that he would defeat Set. For 10 points, name this Egyptian goddess, the wife and sister of Osiris.","Isis"
"Along with Aegipan, this deity takes back the sinews of Zeus that had been stolen by Typhon. He tells Atreus that he can be king of Mycenae if the sun goes backwards. Along with Zeus, he receives the hospitality of Baucis and Philemon. He steals the cattle of Apollo and invents the (*) lyre on the first day after his mother Maia gives birth to him. His symbols include the caduceus and the winged sandals that he uses to execute his duty of messenger. For 10 points, name this Greek counterpart to Mercury.","Hermes"
"After this man was cast to sea with his mother in a wooden chest, the two were taken in by a fisherman named Dictys. It was the intentions of Dictys's brother Polydectes towards this man's mother that would eventually inspire him to go on his most notable quest after he was tasked with obtaining an impossible wedding present because he was too poor to afford a horse. That quest would lead him to acquire some winged sandals, a helm of invisibility, and a (*) reflective shield, which would come in handy against his adversary's stone gaze. For 10 points, name this son of Danae who slew Medusa.","Perseus"
"After saving Hesione from a sea monster, this figure killed her father Laomedon when he didn't receive his payment. He borrowed the goblet of Helios to cross the sea. He spent three years as Omphale's servant after killing Iphitus. This figure killed Antaeus by lifting him from the ground and scared away the Stymphalian birds by making noise. He diverted some rivers to clean the (*) Augean stables for Eurystheus. As a child of Zeus and Alcmene, he was antagonized his whole life by Hera. For 10 points, name this Greek hero who completed twelve labors.","Heracles"
"One form of this deity slew a foe with a thousand arms using an axe, while another form of this deity with the aspect of a fish saved Manu and therefore all of humankind. A third form of this deity had the aspect of a tortoise and participated in the churning of the ocean, while a fourth form of this deity is the namesake of a story told by Valmiki. Those forms, known as this deity's (*) avatars, also include Krishna, who advises Arjuna in the Bhagavad Gita. For 10 points, name this member of the Trimurti known as the preserver who is contrasted with Brahma and Shiva.","Vishnu"
"This figure transformed the nymph Caenis into a male warrior who was killed after being pounded into the ground by centaurs, and with Tyro this figure fathered Neleus and Pelias. Along with Aegeus, this immortal fathered Theseus, and also fathered Arion after mating with his sister Demeter in the form of a stallion. This god of horses sent King Minos the bull that became the father of the minotaur, and also sought revenge on (*) Odysseus for killing another of his sons, the Cyclops Polyphemus, by increasing the length of his journey home by causing a massive storm that shipwrecked him. For 10 points, name this Greek god of the sea.","Poseidon"
"In one story, this god manages to get help from Baugi and Gunnlod in stealing from Suttung a special mead made from the blood of a man. This god decided to give up one of his eyes in order to take a drink from the well guarded by Mimir to increase his knowledge. Another attempt to gain knowledge involved this god (*) hanging himself for nine days from Yggdrasil to learn the secrets of the runes. For 10 points, name this Norse deity who wields the spear Gungnir, rides the eight-legged horse Sleipnir, and controls the ravens Hugin and Munin.","Odin"
"In one story, this god is the first to be tried for murder after killing Halirrhothius to protect his daughter Alcippe (al-KIP-ee). This god was trapped in a giant bronze bar by giants called the Aloadae (ah-LOW-uh-dye). Through Rhea Silvia, this god is sometimes credited with fathering Romulus and Remus. He angers (*) Hephaestus by sleeping with Aphrodite and is accompanied by personifications of terror and fear named Phobos and Deimos. For 10 points, name this Greco-Roman god of war.","Ares"
"One clan that sacrificed to this god mingled human entrails with that of an animal's at Mount Lykaion (LIKE-ey-on). This deity was granted one attribute out of gratitude for release from imprisonment by the Cyclopes. Guises assumed by this deity include a shower of gold and a swan. Children of this deity include Helen of Troy, along with Castor and Pollux. This god forced his father, (*) Cronus, to vomit up this deity's siblings, which included Demeter, Hades, Poseidon, and his wife, Hera. For 10 points, name this thunder god and head of the Greek pantheon.","Zeus"
"This figure killed a centaur who tricked his wife into giving him a supposed love potion which was actually poison. His last wife was Hebe, whom he married after his apotheosis. His feats include strangling two snakes sent by Hera to kill him, and capturing a deer sacred to Artemis. As penance for killing his children and his wife Megara, he became the slave of Eurystheus (yur-ISS-thee-us), who tasked him with capturing Cerberus and killing the Nemean lion. For 10 points, name this hero who performed twelve labors.","Heracles"
"After this figure's nephew invented the saw, this figure jealously threw that nephew, Talos, off of a cliff. This man used an ant to thread a conch shell while staying with King Cocalus, with whom he conspired to kill King Minos. This man escaped from imprisonment in Knossos with his son, who drowned in the sea after flying too close to the sun. For 10 points, name this father of Icarus who designed the Labyrinth.","Daedalus"
"This figure once masqueraded as Bolverk to gain access to a substance made after the murder of Kvasir (kuh-VAH-sear). One of this deity's sons will avenge his death at Ragnarok using a shoe. This possessor of the spear Gungnir rides an eight-legged horse who is the child of Loki. This god is attended to by Huginn and Muninn. The tribute that this god paid to be able to drink from Mimir's well means that he has only one eye. For 10 points, name this husband of Frigg, the chief god of the Norse pantheon.","Odin"
"This figure successively wielded white shields with one, two, and three red bands to conquer Dolorous Guard. While staying with King Pelles, he was tricked into sleeping with Elaine, resulting in the birth of his son Galahad. He is sometimes nicknamed ""of the lake"" because he was raised by the Lady of the Lake, and in most sources, he is unable to find the Holy Grail because of his relationship with the wife of King Arthur. For 10 points, name this lover of Queen Guinevere, the strongest knight of the Round Table.","Lancelot"
"This man's grandfather, Acrisius (uh-CRISS-ee-us), locked up this man's mother in a bronze tower, although she was eventually impregnated by Zeus in the form of gold. This son of Danae (duh-NAY-uh) was able to obtain valuable information after stealing the one tooth and eye shared among the Graeae (GRAY-eye). This man rescued Andromeda and used winged sandals and the cap of Hades (HAY-dees) in another task. For 10 points, name this mythological hero who used a reflecting shield to kill Medusa.","Perseus"
"This god was honored at the festival of Thargelia (thar-GELL-ee-uh), in which two ugly men of Athens were draped in figs and cast out of the community. This god purified himself in the waters of the Pineios (pin-AY-os) River after killing Python. He flayed Marsyas (MAR-see-us) and gave King Midas asses' ears after Midas voted for Marsyas over this god in a lyre playing contest. For 10 points, Daphne was turned into a laurel after being chased by what Greek god of music?","Apollo"
"This god briefly regained life after his wife transformed into a kite to wave air into him. During the Middle Kingdom the god Ptah became assimilated with this god, and this god's son is typically depicted with the head of a falcon. Along with his brother the god of chaos this god was one of two sons of Geb and Nut and this god was also the father of Horus and husband of Isis. This god was killed by his brother Seth, who chopped up his body into many pieces. For 10 points, name this Egyptian god of the underworld.","Osiris"
"As this figure's ship sailed, rotten planks were replaced with new ones, leading to a philosophical problem concerning whether the original ship remained. Parts of this man's thighs were left in the underworld after he Pirithous were stuck to magical chairs. He killed a robber who forced victims to conform to the size of his bed named Procrustes. Aided by Ariadne's ball of string, this figure slew the Minotaur in the labyrinth. For 10 points, name this man who founded Athens and served as its first king.","Theseus"
"One clan that sacrificed to this deity intermingled human entrails with that of the animal's at Mouth Lykaion (LIKE-ey-on). This deity was granted one attribute out of gratitude for release from imprisonment by the Cyclopes. Guises assumed by this deity include a shower of gold and a swan. Children of this deity include Helen of Troy, along with Castor and Pollux. This god forced his father, Cronus, to vomit up this deity's siblings, which included Demeter, Hades, Poseidon, and his wife, Hera. For 10 points, name this thunder god and head of the Greek pantheon.","Zeus"
"In one story, this god is the first to be tried for murder after killing Halirrhothius to protect his daughter Alcippe (al-KIP-ee). This god was trapped in a giant bronze bar by giants called the Aloadae (ah-LOW-uh-dye). Through Rhea Silvia, this god is sometimes credited with fathering Romulus and Remus. He angers Hephaestus by sleeping with Aphrodite and is accompanied by personifications of terror and fear named Phobos and Deimos. For 10 points, name this Greco-Roman god of war.","Ares"
"This figure has a dialogue with the giant Vafprudnir (VAF-prude-neer) in the Vafprudnismal (VAF-prude-nees-mall). He disguised himself as a stranger to test the generosity of Grimnir. This mythological figure sacrificed an eye for the water of Mimisbrunnr (MEE-mees-broon). This god's son Vidar will avenge this figure's death at the hands of the Fenris wolf. This husband of Frigg was the father of Balder. For 10 points, name this chief god of Norse mythology.","Odin"
"One god associated with this object sometimes has his chariot drawn by a horse with seven heads and is named Surya. In Norse myth, the wolf Sköll chases this object, which was captured in Polynesian myth by Maui and his brothers. This object is also associated with the Shinto kami Amaterasu and in Hindu myth it was almost eaten by Hanuman, who mistook it for some ripe fruit in the sky. Often seen as a chariot being drawn across the sky, this is, for 10 points, what celestial object which is also associated with the Egyptian god Ra and the Greek god Helios?","Sun"
"This deity was caught in a compromising position with another deity's wife when he became trapped in an invisible net. In another story, he was trapped in a bronze urn for a very long duration by two giants named Otus and Ephialtes. The Stymphalian Birds were associated with this god who, with his lover Aphrodite, sired the children Deimos and Phobos, who often accompanied him into combat. The god of battle and war, for 10 points, name this Greek deity, whose Roman counterpart was Mars.","Ares"
"In the Odyssey, this Greek god gave Odysseus the Moly herb to help ward off Circe. After Zeus's affair with Semele, this Greek god was forced to protect the infant Dionysus. With Dryope, this god was the father of Pan, the god of shepherds. This Greek god who carried the staff Cadaceus was the god of liars and travelers and was given a pair of golden footwear by Hephaestus. For 10 points, name this Greek god known for his winged sandals who serves as a messenger.","Hermes"
"This killer of the satyr Marsyas served as Kind Admetus's shepherd for a year as punishment for killing the Cyclops that provided the lightning bolt that Zeus used to kill his son Ascelpius (uh-SKLEE-pee-uhs). This son of Leto killed the children of Niobe. He romantically pursued a nymph who turned into a laurel tree; that nymph was named Daphne. This twin brother of Artemis also procured a lyre from Hermes. For 10 points, name this Greek god of light and music.","Apollo"
"This god slew Fimafeng in the hall of Aegir. The son of Farbauti and Laufey, this deity fathered Narvi and Vali on his wife Sigyn, who holds up a bowl to catch a serpent's poison dripping on him. This god convinced the blind Hoedr to hurl a shaft of mistletoe at Baldr, thereby killing him. With the giantess Angrboda, this figure fathered such monsters as the Fenris Wolf and the Midgard Serpent. For 10 points, name this Norse trickster god.","Loki"
"In Ovid's Metamorphoses, the hero Caenus is killed when some of these creatures pile rocks and trees on top of him. Another incident involving them occurred when one named Eurytion attempted to abduct Hippodameia at her wedding, leading to a battle between these creatures and the Lapiths. Other members of this race included Nessus, whose blood was used to kill Heracles, and the tutor of Jason and Achilles, Chiron. For 10 points, name this mythological race of creatures who were half man and half horse.","Centaur"
"In one story, this god's wife stole gold from a statue of him, prompting him to go into exile. Among his possessions are the golden throne from which he can see the entire world and a ring that multiplied itself every night. This son of Borr and brother of Vili and Ve also owns a spear that never misses its target, Gugnir, and the eight-legged horse Sleipnir. He will be killed by the wolf Fenrir at Ragnarok and he also obtained perfect wisdom by trading one of his eyes to drink from Mimir's well. For 10 points, name this leader of the Aesir, a chief Norse deity.","Odin"
"In one myth, this god fails in his attempts to court his wife until he seduces her in the guise of a cuckoo. He tricks another of his lovers into turning into a fly, then swallows her, only to find out that she was pregnant and that his daughter is causing him a massive headache. In another myth, this god draws lots with his brothers to see who controls the sky, the sea, and the underworld after he castrates and overthrows his father Cronus. For 10 points, name this philandering leader of the Greek gods who is married to the jealous Hera.","Zeus"
"One of these animals in Greek myth is Laelaps, who was converted to stone by Zeus along with its potential prey, the Teumissian Fox. Another example from Greek myth was Argos, who was unable to give away the disguise of a man whom he had not seen for many years due to his sudden death. In Norse myth, Garm was this type of animal. The best known example from Greek myth served as a guardian to the underworld. For 10 points, Cerberus had three heads of what kind of animal?","Dog"
"At Colonus, this god was known as Hippios, and he was the divine ancestor of the royal families of Thessaly and Messenia. This god was the father of a man who stretched and chopped people into fitting into his bed, Procrustes, and this god's main festival was the Isthmia. He saw to Odysseus' stranding on Calypso's island due to Odysseus blinding his son, the cyclops Polyphemus.For 10 points, name this Greek god of the sea.","Poseidon"
"This god killed his evil wetnurse Putana by removing her internal organs, after being saved from his uncle Kamsa by a switch of wombs with Deva. The deadly Juggernaut was said to contain the bones of this god, who came between Rama and Buddha as the eighth avatar of Vishnu. In that role, he lectures Arjuna (ARJ-oo-nuh) on the justice of war, in a speech which comprises the Bhagavad-Gita. For 10 points, identify this Hindu god with dark blue skin, the subject of such devotional movements as the evangelizing, orange-robed ""Hare"" (HA-ray).","Krishna"
"This god owned the Stymphallian Birds and had his son Cycnus killed by Heracles. Heracles managed to injure this god with an arrow in the thigh, and he was held captive in a jar by the Aloadae. This god was caught in a sturdy but invisible net after his affair with Aprhodite was uncovered by Hephaestus. This son of Zeus rode into battle with his sons Phobos and Deimos. For 10 points, name this analogue of Mars, the Greekgod of warfare.","Ares"
"In one story, Pirithous and Theseus are trapped in this location by a snakes that tie them to a chair. One part of this location is ruled by the Cretan Rhadamanthus and another is called the Asphodel Meadows. Rivers in this location include Phlegethon, Cocytus, Acheron and Lethe. Residents of this place include the wheel-bound Ixion and Sisyphus, who must roll a boulder up a hill for eternity. For 10 points, name this place bounded by the river Styx and ruled by Persephone and its namesake god, the underworld in Greek mythology.","Hades"
"This Greek goddess turned Gerana into a crane and gave Echo her unusual and distinctive punishment. This goddess was ultimately responsible for assigning the twelve labors to Heracles and banished Leto to the island of Delos where she gave birth to Artemis and Apollo. The peacock was sacred to this goddess, the mother of Hebe, Eris, and Ares, who uncovered her husband's affair with Io. For 10 points, name this Greek goddess of marriage and birth who was the husband of Zeus.","Hera"
"This deity transformed Medusa's hair into serpents, and the head of Medusa was placed on this goddess's shield, the aegis. In many stories, this goddess accidentally killed a childhood friend named Pallas before taking her name. The Parthenon was dedicated to this grey-eyed goddess, who served as a guide to Odysseus. She was the daughter of Metis although was born fully armed from the head of her father Zeus. For 10 points, name this analogue of Minerva, the Greek goddess of wisdom and war.","Athena"
"This mythological figure wounded and healed Telephus. He killed Thersites (THUR-sit-ees) with one punch after Thersites mocked him for grieving over the Amazonian Penthesilea (pen-thuh-sill-EE-uh), whom he also killed. This master of the concubine Briseis (bris-EE-us) drags Hector's body around Troy after Hector kills his friend Patroclus. His mother Thetis made him immortal by dipping him in the River Styx but missed one key part. For 10 points, name this Greek hero who was killed by Paris's arrow to his heel.","Achilles"
"In one story, this figure tested his favorite mortal king Geirrod by visiting him in the guise of Grimnir. With the help of his brothers Vili and Ve, this figure killed the primordial giant Ymir. Master of the ravens Hugin and Munin, this figure will kill and be killed by the Fenris Wolf at Ragnarok. He gave up an eye to drink from the well of Mimir, and he is also called the ""Allfather."" For 10 points, name this supreme deity of the Norse Pantheon.","Odin"
"He's not Bacchus, but this deity was associated with Dionysus in the country with which he is most associated. This deity's soul was worshipped as the ram god Banebdjed, and he is frequently depicted holding a crook and flail. This deity is the father of Horus, and one story about this god tells how he was killed in the Nile after being chopped into pieces by his brother Set, though he was revived by Isis. For 10 points, name this Egyptian god of the underworld.","Osiris"
"One story about this type of animal tells of how he got his thin legs by being greedy for food from all of his friends. Another story about that animal of this type explains how he collected three items to become the owner of all stories. In Greek myth, a woman was changed into this type of animal after she won a contest and hanged herself. That contest resulting in the creation of this animal was against Athena in creating a tapestry. For 10 points, name this insect represented by the West African trickster figure Anansi and the Greek Arachne.","Spider"
"This god's heart became the planet Venus after he lept onto a funeral pyre. This god's conflicts with the ""Smoking Mirror"" caused the destruction of four earths. After the creation of the barren fifth world, this god retrieved bones from Mictlan and used his blood to create men to populate that world. This brother of Xolotl was tricked by his rival Tezcatlipoca into his immolation and he was said to have sailed east on a raft of serpents to eventually return to his people. For 10 points, name this feathered serpent revered by the Aztecs.","Quetzalcoatl"
"This god traveled disguised as Freya after Thrymr stole one of this god's possessions. This deity questioned his daughter's suitor until the sun rose, turning that dwarf, Alvis, to stone. This god traveled in a chariot pulled by the goats Tooth-Grinder and Tooth-Gnasher. This deity threatens Loki to be silent four times, and this deity's wife, Sif, had her hair shorn by Loki. After fighting Jormungandr, this god will stumble back nine steps before dying, but not before slaying the beast with his hammer, Mjollnir. For 10 points, name this Norse thunder god.","Thor"
"This figure fought off Rhoikos (ROI-kohs) and Hylaios (""HIGH""-""lie""-ohs), two centaurs who tried to rape her. This daughter of Iasius (""I""-ay-see-us) fathered Parthenopaeus (par-thuh-noh-PEE-us), one of the Seven Against Thebes. After having sex in Cybele's (SIB-uh-lee's) temple, she is turned into a lion. Raised by a she-bear, this figure loses a footrace after three apples are thrown at her by her opponent Hippomenes (hi-POM-uh-neez). She also helps Meleager (mel-ee-ay-JER) kill the Calydonian (KAL-i-don-ee-uhn) Boar. For 10 points, name this only female Argonaut.","Atalanta"
"The wandering of this deity leading to the creation of classes of mankind is detailed in the Rigsthula. Another name for this figure, Gullintanni, comes from this deity's golden teeth. This god was said to have senses so acute he could hear the sound of grass growing. This god fulfills his primary duty in defending Asgard by blowing his Gjallarhorn. For 10 points, name this Norse deity that kills and is killed by Loki at Ragnarok, and keeps watch over the rainbow bridge Bifrost (BUY-frost) as he waits for that day to come.","Heimdallr"
"This hero delivered Thebes from the tyranny of the Minyans by slaying the Minyan king, Erginus. This man killed the monstrous Cacus in Italy to recover his stolen oxen. He bore the indignity of dressing in women's clothing while serving Queen Omphale (om-FAH-lee). In a fit of madness, this man killed his wife Megara and his eight children. He diverted the rivers Alpheius (al-FEE-us) and Peneius (peh-NEE-us) to cleanse the stables of King Augeus. For 10 points, name this Greek hero, who notably completed twelve labors.","Heracles"
"This man managed to pass the Symplegades after he allowed a dove to fly through them, and, seeing it emerge alive on the other side, knew that he could pass through safely. This man's son Thessalus became king of Corinth after he defeated Acastus with the aid of Peleus, while his marriage to Creusa caused enmity between himself and his lover, who killed Creusa as well as her children by this man. That woman, Medea, had earlier helped this man achieve his most notable task in Colchis. For 10 points, name this leader of the Argonauts who acquired the Golden Fleece.","Jason"
"This figure's charioteer works with the demigoddess Li Ban to cure the wasting sickness preventing this figure from defending the kingdom of Fand. In one tale, he goes to the pool of Linn Liaith, where he finds his horses Liath Macha and Dub Sainglend. He accidentally kills his son Connla, who he had fathered on Aife during his time training under Scathach. He engages in a grueling three-day duel against his blood brother Ferdiad during an invasion of his homeland led by Ailill and Medb. This husband of Emer uses his spear, the Gae Bulg, to defend Ulster during the Cattle Raid of Cooley. For 10 points, identify this son of the god Lugh, an Irish hero who was born Setanta but adopted a new name after replacing the hound of Culann.","Cú_Chulainn"
"This man's son Acamas hid in the Trojan Horse, while information provided to this man by the herald Leos allowed him to foil an ambush at Gargettus set up by the Pallantides. He defeated Cercyon in a wrestling match after earlier hunting down a creature bred by Phaea known as the Crommyonian sow. The Dioscuri rescued Helen from Aethra after this man kidnapped her because of his promise to wed a daughter of Zeus. While he was traveling to Athens, he killed a man who kicked people into the sea named Sciron and one who stretched or chopped visitors fit his bed, Procrustes. He married Phaedra after abandoning his first wife Ariadne on Naxos and after being sent as a tribute to Crete, he slew a monstrous child of Pasiphae that wandered the Labyrinth. For 10 points, name this Greek hero who killed the Minotaur.","Theseus"
"The loa Damballa takes the form of this creature, while the bogatyrs Alyosha Popovich and Dobrynya Nikitich kill Zmey Gorynych and his son Tugarin, two other examples of these creatures. One of these creatures made the Yamuna River unsafe for life until Krishna danced on his head, while another of them hung out on an island with Aigle and Erytheia and was named Ladon. Another of these creatures was once disguised as a cat by a giant and, in another story, was attracted by an ox-head and nearly killed, but was released by Hymir. In Hindu mythology, Garuda served as their eternal foe, and they are known as nagas, while in Norse mythology, Midgard in encircled by one named Jormungandr. For 10 points, identify this type of creature that, in Christian mythology, convinced Eve to eat an apple.","Dragon"
"This deity was once assisted by the winds in breaking the fighting spirit of the river Xanthus, or Scamander, thus saving the life of Achilles. His children include a man-eating monster who was killed by Heracles after stealing some of Geryon's cattle from him. This father of Cacus and the Cabeiri gave his apprentice Cedalion to the blind Orion as a guide. This god's consorts include the youngest of the Graces, Aglaia, whose mother Eurynome had cared for him after his ejection by Hera from Mount Olympus. His attempted rape of Athena led to the birth of Erichthonius, while Helios discovered that this god's first wife was having an affair with Ares. For 10 points, identify this husband of Aphrodite, a crippled smith god from Greek mythology.","Hephaestus"
"One of these beings, Hylonome, committed suicide on the death of her husband Cyllarus, another one of them. Another of them died after impaling himself on an ash tree and shared his name with the fisherman that saved Danae. Another of them tried to interrupt Azan's wedding to Hippolyte or his demand that Dexamenus give him the hand of his daughter Mnesimache. In addition to the aforementioned Dictys and Eurytion, their numbers included a character whose poisoned blood was used to coat a shirt given to Heracles and who attempted to rape Deianeira. The most civilized of them tutored various heroes and traded his immortality for Prometheus's freedom, though they're most famous for getting drunk at Pirithous's wedding, leading to a war with the Lapiths. For 10 points, identify these creatures exemplified by Nessus and Chiron, who were half-human and half-horse.","Centaur"
